,Application,Object_Name,Object_Type,COUNT.Version.Changes,Defect,fit.cluster
909,F,LMRM_BAPIF12,REPS,7,0,3
910,B,LRMPUFSK,REPS,5,2,3
911,F,LSCUNF01,REPS,7,0,3
912,I,LV02ZOKA,REPS,6,0,3
913,H,LV50PFZA,REPS,5,2,3
914,F,LV50SFZ4,REPS,5,0,3
915,I,LV60A310,REPS,8,3,3
916,E,LV60AA22,REPS,8,0,3
917,I,LV60AA26,REPS,9,0,3
918,I,LV60AA30,REPS,19,0,3
919,I,LV60FF0F,REPS,7,1,3
920,E,LV60FO10,REPS,11,0,3
921,C,LV60FTOP,REPS,5,0,3
922,F,LY_SR_RELEASE_INTERFACE_F2BF01,REPS,36,21,4
923,E,LY_SR_RELEASE_INTERFACE_F2BTOP,REPS,8,2,3
924,J,LYBW_RSAXUXX,REPS,5,0,3
925,J,LYBWSTOCK_TRANSITF0D,REPS,5,1,3
926,I,LYCRBOADJI01,REPS,6,0,3
927,B,LYEP_PLAN_VERF03,REPS,5,3,3
928,I,LYEP_PROJF01,REPS,5,1,3
929,E,LYEPCOCKPITTOP,REPS,14,0,3
930,D,LYEPCORDYSCASHINOUTTOP,REPS,8,0,3
931,B,LYEPCORDYSMARGINTOP,REPS,10,0,3
932,D,LYEPSGVTOP,REPS,5,2,3
933,I,LYFGRP_NAMUXX,REPS,12,8,3
934,G,LYFI_BW_LITIGUOS_INVOICEF01,REPS,6,0,3
935,A,LYFI_FPAYM_SEPAUXX,REPS,9,3,3
936,H,LYFIGLCF01,REPS,5,0,3
937,F,LYFOBO_SHIPF01,REPS,31,15,4
938,C,LYFOBO_SHIPTOP,REPS,15,4,3
939,B,LYFOBO_SOF01,REPS,62,24,4
940,I,LYFOBO_SOTOP,REPS,19,4,3
941,I,LYHIVE3_FGF01,REPS,6,0,3
942,C,LYICRF01,REPS,8,0,3
943,E,LYICRF02,REPS,7,0,3
944,I,LYKSRG_MULTIBUF01,REPS,18,3,3
945,I,LYKSRG_MULTIBUF02,REPS,6,0,3
946,F,LYLEV55KF02,REPS,9,0,3
947,G,LYLMOBF04,REPS,16,3,3
948,E,LYLMOBI01,REPS,7,4,3
949,H,LYLMOBI04,REPS,7,1,3
950,C,LYLMOBI11,REPS,16,2,3
951,E,LYLMOBO01,REPS,7,4,3
952,G,LYLMOBO13,REPS,11,0,3
953,A,LYLMOBO24,REPS,8,0,3
954,D,LYLO_MRP_EXTRACTF01,REPS,5,0,3
955,B,LYLO_MRP_EXTRACTTOP,REPS,7,0,3
956,J,LYLOASNTOP,REPS,7,0,3
957,E,LYMDGMRF01,REPS,18,1,3
958,B,LYMDGMRTOP,REPS,5,0,3
959,F,LYMDMGD1O09,REPS,9,0,3
960,E,LYMEREPI02,REPS,5,0,3
961,H,LYMF_F11EXCHANGE_BRF01,REPS,16,8,3
962,C,LYMF_F11EXCHANGE_BRTOP,REPS,7,3,3
963,I,LYMF_F11EXCHANGEF01,REPS,10,0,3
964,H,LYMFSCHEDULINGANDPRIORITIZATOP,REPS,5,1,3
965,G,LYSA_CONTRACT_ASSIGNMENTF01,REPS,8,4,3
966,G,LYSA_VV02F3J,REPS,29,1,3
967,C,LYSA_VV02TOP,REPS,10,0,3
968,I,LYSAPATOP,REPS,6,2,3
969,E,LYSD_KEWIL_FUNGRP_USF01,REPS,14,0,3
970,J,LYSD_KEWIL_FUNGRP_USF02,REPS,6,0,3
971,J,LYSD_KEWIL_FUNGRP_USTOP,REPS,11,0,3
972,E,LYSD_MYSE_ORDENTTOP,REPS,7,0,3
973,E,LYSD_MYSE_PRAVATOP,REPS,13,0,3
974,C,LYSD_MYSEF01,REPS,5,1,3
975,E,LYSD_MYSEF03,REPS,6,0,3
976,C,LYSD_MYSETOP,REPS,23,4,3
977,F,LYSDVEDFF0E,REPS,33,5,4
978,B,LYSDVEDFF0F,REPS,7,0,3
979,J,LYSDYMRMNF3M,REPS,6,4,3
980,J,LYSREMPLOYEEDATAF01,REPS,9,5,3
981,C,LYSRORDCHGF01,REPS,16,5,3
982,B,LYV56KF10,REPS,7,0,3
983,H,LYV56KF6W,REPS,9,3,3
984,A,LYV61ATOP,REPS,5,0,3
985,I,LZEIC_SE_EXITSF01,REPS,20,0,3
986,G,LZEIC_SE_EXITSUXX,REPS,9,1,3
987,A,LZFI_NEW_FEBA_RUF01,REPS,8,0,3
988,E,LZLO_KZ_GTDF01,REPS,5,0,3
989,C,LZLO_ORGM_FUNGRP_INBTOP,REPS,7,1,3
990,H,LZSD_EC_FUNGRP_CLF01,REPS,21,3,3
991,J,LZSD_EC_FUNGRP_CLTOP,REPS,11,2,3
992,E,ME_CONFIRMATION_MAINTAIN_AVIS,FUNC,8,1,3
993,B,ME_CONFIRMATION_MAINTAIN_GR,FUNC,6,0,3
994,A,ME_POST_HISTORY,FUNC,6,0,3
995,J,MF05AFF0_FCODE_BEARBEITUNG,REPS,8,1,3
996,I,MF05LFB0,REPS,5,1,3
997,A,MJ1B1F01,REPS,11,0,3
998,E,MJ1B1I01,REPS,8,0,3
999,C,MJ1B1I02,REPS,6,0,3
1000,F,MKGALF60,REPS,6,0,3
1001,E,MKGALFO3,REPS,5,0,3
1002,B,MM06EF0B_BUCHEN,REPS,37,10,4
1003,F,MM07MFJ1,REPS,5,1,3
1004,H,MMPUR_ATP_INTERFACE_PO,FUNC,6,0,3
1005,J,MV45AFZA,REPS,17,0,3
1006,A,MV45AFZB,REPS,42,4,4
1007,H,MV45AFZZ,REPS,119,18,4
1008,C,MV45ATZZ,REPS,13,1,3
1009,A,MV50AFZ1,REPS,24,0,3
1010,E,MYPPSI01,REPS,11,0,3
1011,B,MYPPSO01,REPS,8,0,3
1012,J,MZSD0010F01,REPS,12,4,3
1013,B,MZSD0010TOP,REPS,8,2,3
1014,I,OFF_NUMBER_GLOBAL_NUMBERING,FUNC,7,2,3
1015,B,OFF_NUMBER_LOCAL_ASSIGN_IN,FUNC,7,2,3
1016,J,OFF_NUMBER_LOCAL_NUMBERING_IN,FUNC,8,3,3
1017,B,QPAPPLANREADWITHEFFECTIVITYF1,REPS,5,0,3
1018,E,RCKM_MR11F01,REPS,5,1,3
1019,I,RCS11001,REPS,29,26,4
1020,H,RCS110019001,DYNP,5,5,3
1021,I,RCSALOTR,REPS,7,0,3
1022,I,RFBIDE00,REPS,6,1,3
1023,D,RFBIDF00,REPS,5,0,3
1024,J,RFBIKF00,REPS,6,0,3
1025,C,RFFORIY1,REPS,5,1,3
1026,J,RFFORIY2,REPS,5,0,3
1027,E,RKEB0601,REPS,6,0,3
1028,D,RLB_INVOICE,REPS,19,3,3
1029,H,RV_INVOICE_DOCUMENT_ADD,FUNC,5,0,3
1030,G,RV03VFZZ,REPS,11,0,3
1031,G,RV07A901,REPS,7,2,3
1032,F,RV45B901,REPS,7,3,3
1033,F,RV50C601,REPS,20,0,3
1034,G,RV60AFZC,REPS,17,1,3
1035,B,RV60AFZD,REPS,8,0,3
1036,J,RV60AFZZ,REPS,24,1,3
1037,H,RV60B969,REPS,5,0,3
1038,B,RV60C606,REPS,9,2,3
1039,I,RV60C608,REPS,13,1,3
1040,H,RV60C609,REPS,20,1,3
1041,I,RV60C901,REPS,20,1,3
1042,H,RV60FUS4,REPS,8,0,3
1043,C,RV61A990,REPS,13,5,3
1044,C,RV61AFZA,REPS,11,0,3
1045,J,RV61AFZB,REPS,22,6,3
1046,F,RV61B900,REPS,10,3,3
1047,G,RV61B902,REPS,41,24,4
1048,F,RV61B910,REPS,5,0,3
1049,J,RV61B939,REPS,6,0,3
1050,D,RV61B981,REPS,5,1,3
1051,A,RV61B985,REPS,5,0,3
1052,I,RV61B999,REPS,11,3,3
1053,A,RV64A907,REPS,6,5,3
1054,F,RV64A912,REPS,5,1,3
1055,B,RV64A915,REPS,7,4,3
1056,C,RV64A939,REPS,7,1,3
1057,B,RV64A961,REPS,8,3,3
1058,J,RV64A973,REPS,18,7,3
1059,G,RV64A974,REPS,17,8,3
1060,J,RV64A975,REPS,7,6,3
1061,H,RV64A980,REPS,9,3,3
1062,D,RV64A981,REPS,9,3,3
1063,F,RVCOMFZ2,REPS,7,0,3
1064,G,RVCOMFZZ,REPS,20,2,3
1065,F,SAPDBZMFIOC,REPS,5,0,3
1066,D,SAPLJ_1B_NFE,REPS,10,0,3
1067,E,SAPLJ1BB2,REPS,11,0,3
1068,E,SAPLJ1BB2                               2100,DYNP,11,0,3
1069,J,SAPLJ1BB2                               2200,DYNP,6,0,3
1070,D,SAPLJ1BB2                               2800,DYNP,7,0,3
1071,E,SAPLJ1BB2                               3100,DYNP,11,0,3
1072,C,SAPLJ1BB2                               3110,DYNP,8,0,3
1073,C,SAPLJ1BB2                               3200,DYNP,11,0,3
1074,J,SAPLJ1BB2                               3211,DYNP,8,0,3
1075,F,SAPLJ1BB2                               3212,DYNP,5,0,3
1076,A,SAPLJ1BI,REPS,5,0,3
1077,E,SAPLJ1BR,REPS,5,0,3
1078,B,SAPLMEOR0205,DYNP,5,0,3
1079,F,SAPLMR1M6310,DYNP,5,1,3
1080,G,SAPLV02Z0100,DYNP,5,0,3
1081,B,SAPLXWOC0900,DYNP,5,0,3
1082,D,SAPLYFOBO_SO,REPT,5,1,3
1083,A,SAPLYLMOB                               9942,DYNP,6,1,3
1084,C,SAPLYMDMGD1,REPT,5,0,3
1085,G,SAPLYMDMGD1                             0100,DYNP,5,1,3
1086,F,SAPLYSD_MYSE,REPS,10,0,3
1087,J,SAPLYSD_MYSE,REPT,29,2,3
1088,H,SAPLYSD_MYSE_ORDENT,REPT,15,0,3
1089,I,SAPLYSD_MYSE_PRAVA,REPS,8,0,3
1090,B,SAPLYSD_MYSE_PRAVA,REPT,17,2,3
1091,H,SAPLYSD_MYSE_PRICE,REPT,6,2,3
1092,A,SAPLZATP4                               9001,DYNP,5,0,3
1093,A,SAPMF02D0120,DYNP,5,0,3
1094,E,SAPMF02K0120,DYNP,5,0,3
1095,A,SAPMM06I0102,DYNP,5,0,3
1096,B,SAPMV45A,REPS,16,0,3
1097,C,SAPMV45A,REPT,15,0,3
1098,A,SAPMV45A4452,DYNP,6,0,3
1099,G,SAPMV45A4900,DYNP,11,0,3
1100,B,SAPMV45A8309,DYNP,18,0,3
1101,J,SAPMV45A8459,DYNP,35,0,3
1102,A,SAPMV45A9000,DYNP,5,0,3
1103,E,SD_SCHEDULING,FUNC,10,5,3
1104,F,TABLYII_ORDER_ENTRY_YSD_MYSE_SALE1,SPRX,6,0,3
1105,F,TABLYII_ORDER_ENTRY_YSD_MYSE_SALES,SPRX,6,0,3
1106,G,TABLYII_ORDER_ENTRY_YSD02DS002,SPRX,7,0,3
1107,G,TABLYYSD_MYSE_PRICE_AVAILABILITY_I,SPRX,5,0,3
1108,H,TABLYYSD_MYSE_PRICE_AVAILABILITY_O,SPRX,5,0,3
1109,A,TABLYYSD_MYSE_SIMULATE_SALESORDER,SPRX,9,0,3
1110,H,TABLYYSD_MYSE_SIMULATE_SALESORDER1,SPRX,9,0,3
1111,C,TABLYYSD02DS001,SPRX,6,0,3
1112,H,TABLYYSD02DS002,SPRX,8,0,3
1113,A,TABLYYSD02DS004,SPRX,5,0,3
1114,C,TABLYYSD03DS001,SPRX,5,0,3
1115,G,TABLYYSD03DS002,SPRX,6,0,3
1116,I,TABLZZBAPI_ACC_INV_RECEIPT_POST_M1,SPRX,5,0,3
1117,H,TABLZZBAPI_ACC_INV_RECEIPT_POST_MX,SPRX,5,0,3
1118,H,V50R_USEREXIT_TRANSF,REPS,17,0,3
1119,A,Y_0WBS_ELEMT_ATTR,REPS,6,1,1
1120,H,Y_1_CO_PA_1000_10_NAM,REPS,9,7,1
1121,A,Y_2LIS_02_ITM_V2,REPS,9,0,1
1122,A,Y_2LIS_02_SCL_V4,REPS,6,0,1
1123,D,Y_2LIS_06_INV,REPS,8,2,1
1124,G,Y_2LIS_08TRTLP_V2,REPS,9,1,1
1125,F,Y_2LIS_11_VAITM_V3,REPS,16,6,1
1126,J,Y_CALL_SCREEN_8604,FUNC,9,0,1
1127,G,Y_COST_REPORT_DATA,REPS,5,4,1
1128,J,Y_COST_REPORT_FORMS,REPS,8,6,1
1129,I,Y_F_ADVANCED_PROCUREMENT,REPS,13,11,4
1130,B,Y_F_ADVANCED_PROCUREMENT_VKM3,REPS,43,28,4
1131,F,Y_F_DEV_INV_GROUPING,REPS,14,0,1
1132,F,Y_FICO_Q2CTOSAP,REPS,5,0,1
1133,C,Y_FICO_Q2XTOSAP_FORMS,REPS,8,0,1
1134,A,Y_FIGLC_FI_POSTING,FUNC,9,0,1
1135,C,Y_FR_CONPRREVISION_FORMS,REPS,6,0,1
1136,D,Y_IBD_UPDATE_F01,REPS,13,0,1
1137,J,Y_PRICAT_F,REPS,11,3,1
1138,J,Y_PRICAT_TOP,REPS,7,2,1
1139,G,Y_RVAUFERR,REPS,20,0,1
1140,F,Y_SET_FIELDS_O01O01,REPS,15,2,1
1141,H,Y_SHPHUCREATION,REPS,9,1,1
1142,J,Y_SR_ATP_CHECK,FUNC,7,0,1
1143,A,Y_SR_DATA_DECLARATION,REPS,5,1,1
1144,D,Y_SR_FOBO_PARTSLINE_CREATE,FUNC,5,0,1
1145,I,Y_SR_FOBO_SERVICEORDER_CREATE,FUNC,63,22,4
1146,D,Y_SR_IDOC_OUTPUT_ORDERS,FUNC,17,7,1
1147,E,Y_SR_R_SERVICEORDER_SAP_INFOR,REPS,7,2,1
1148,J,Y_SR_SERV_ORD_RELEASE_F2B,FUNC,22,13,4
1149,A,Y_STORAGE_LOC,ENHO,5,0,1
1150,H,Y_YBUS2032,PROG,6,1,1
1151,J,YAR_BW_FM_2KEE,FUNC,5,0,1
1152,D,YBFS_ESTIMATES_FO,REPS,5,3,1
1153,F,YBFS_ESTIMATES_FO_F01,REPS,8,6,1
1154,D,YBFS_MAT_CONS_CONSUMPTION_EVNT,REPS,6,0,1
1155,C,YBFS_MAT_CONS_CONSUMPTION_F01,REPS,22,0,1
1156,D,YBFS_MAT_CONS_CONSUMPTION_TOP,REPS,8,0,1
1157,F,YBFS_PR,FUGR,6,2,1
1158,C,YBILL_BACKUP_FLOWF02,REPS,14,2,1
1159,D,YBILL_BACKUP_MASS_FLOWF02,REPS,17,11,4
1160,D,YBILL_BACKUP_MASS_TOP,REPS,8,4,1
1161,I,YBILL_BACKUP_TOP,REPS,13,2,1
1162,A,YBPSAU_MULTIBU_EDITREVENUE_F01,REPS,12,2,1
1163,J,YBPSAU_MULTIBU_EDITREVENUE_TOP,REPS,8,1,1
1164,E,YBPSMULTIBU_EDITPERCENTAGE,ENHO,12,4,1
1165,B,YBR_FM_LO_VFKPVFKONV_GLOBAL,FUNC,9,0,1
1166,A,YBUS2032,SOBJ,6,1,1
1167,A,YBW_DS_0CS_OM_OPA_01,FUNC,18,10,4
1168,J,YBW_MAT_PLANT_ATTR,REPS,8,2,1
1169,D,YBW_RSAX,FUGR,6,0,1
1170,J,YBW_RSAX_FG1,FUGR,8,0,1
1171,D,YBW_SHPSEC,FUNC,7,4,1
1172,G,YBW_VBAK_VBAP,FUNC,12,0,1
1173,E,YBW_VBAP_VBFA,FUNC,11,0,1
1174,A,YBW_VBPA_PARTFUN,FUNC,7,0,1
1175,J,YBWSD_SAVE_PRICE_WATERFALL,FUNC,13,8,1
1176,H,YCHR18789,ENHO,24,5,1
1177,I,YCL_II_ECNRLBO_M              YII_II_ECNRLBO_M~EXECUTE_ASYNCHRONOUS,METH,5,0,1
1178,J,YCL_II_MATERIAL_TO_GMR        YII_II_MATERIAL_TO_GMR~EXECUTE_ASYNCHRONOUS,METH,10,1,1
1179,B,YCL_II_ORDER_ENTRY            YII_II_ORDER_ENTRY~EXECUTE_SYNCHRONOUS,METH,16,0,1
1180,A,YCL_II_ORDER_VALIDATE         YII_II_ORDER_VALIDATE~EXECUTE_SYNCHRONOUS,METH,20,0,1
1181,D,YCL_II_PRICE_AVAILABILITY     YII_II_PRICE_AVAILABILITY~EXECUTE_SYNCHRONOUS,METH,12,0,1
1182,J,YCL_II_QUOTATION_SIMULATE1    YII_II_QUOTATION_SIMULATE1~EXECUTE_SYNCHRONOUS,METH,8,0,1
1183,G,YCL_II_QUOTATION_SIMULATE1====CP,REPT,5,0,1
1184,A,YCL_II_SHIPMENT_TRACKING_PROXYYII_II_SHIPMENT_TRACKING_PROXY~II_SHIPMENT_TRACKING_PROXY_MSG,METH,14,1,1
1185,A,YCL_IM__DIPSET_DIALOG_6027    IF_EX_DIP_SET_SD_DIALOG~SET_SD_DIALOG_POPUPS,METH,8,1,1
1186,G,YCL_IM_CHR_18789              IF_EX_LE_SHP_DELIVERY_PROC~DOCUMENT_NUMBER_PUBLISH,METH,37,7,4
1187,F,YCL_IM_CHR_18789              IF_EX_LE_SHP_DELIVERY_PROC~SAVE_AND_PUBLISH_DOCUMENT,METH,37,8,4
1188,H,YCL_IM_CHR_18789              IF_EX_LE_SHP_DELIVERY_PROC~SAVE_DOCUMENT_PREPARE,METH,8,3,1
1189,D,YCL_IM_EP_PRJWORKORDUPDATE    IF_EX_WORKORDER_UPDATE~BEFORE_UPDATE,METH,6,0,1
1190,E,YCL_IM_FI_PR_CUST             IF_EX_ME_PROCESS_REQ_CUST~PROCESS_ITEM,METH,8,3,1
1191,F,YCL_IM_J_3RF_FBCJ_PROC        IF_EX_AC_DOCUMENT~CHANGE_INITIAL,METH,16,2,1
1192,H,YCL_IM_LE_HVDC_SHPCONFIRM     IF_EX_LE_SHP_DELIVERY_PROC~SAVE_DOCUMENT_PREPARE,METH,7,1,1
1193,J,YCL_IM_LO_DEL_DATE            IF_EX_LE_SHP_DELIVERY_PROC~SAVE_DOCUMENT_PREPARE,METH,10,0,1
1194,I,YCL_IM_LO_NTTRTIME            IF_EX_MD_PLDORD_CHANGE~CHANGE_BEFORE_SAVE_MAN,METH,42,0,1
1195,B,YCL_IM_LO_NTTRTIME            IF_EX_MD_PLDORD_CHANGE~CHANGE_BEFORE_SAVE_MRP,METH,45,2,1
1196,B,YCL_IM_LO_PC                  IF_EX_ME_PROCESS_PO_CUST~PROCESS_ACCOUNT,METH,5,0,1
1197,I,YCL_IM_LO_PC                  IF_EX_ME_PROCESS_PO_CUST~PROCESS_HEADER,METH,11,1,1
1198,D,YCL_IM_LO_PC                  IF_EX_ME_PROCESS_PO_CUST~PROCESS_ITEM,METH,19,2,3
1199,E,YCL_IM_LOP_SALE_ORDER         IF_EX_WORKORDER_UPDATE~AT_SAVE,METH,5,5,1
1200,H,YCL_IM_MD_PURREQ_CHANGE       IF_EX_MD_PURREQ_CHANGE~CHANGE_BEFORE_SAVE_CONV,METH,7,5,1
1201,G,YCL_IM_MD_VENDOR_TAX          IF_EX_VENDOR_ADD_DATA_BI~FILL_FT_TABLE_USING_DATA_ROWS,METH,5,2,1
1202,I,YCL_IM_MF_BLOCK_PROD_REL      IF_EX_WORKORDER_UPDATE~AT_SAVE,METH,8,0,1
1203,I,YCL_IM_MF_BLOCK_PROD_REL      IF_EX_WORKORDER_UPDATE~IN_UPDATE,METH,8,0,1
1204,H,YCL_IM_MF_COMP_ALLOC          IF_EX_WORKORDER_UPDATE~BEFORE_UPDATE,METH,38,1,1
1205,H,YCL_IM_MF_COMPALLOCSOBOM      IF_EX_BOM_UPDATE~CHANGE_BEFORE_UPDATE,METH,14,0,1
1206,J,YCL_IM_MF_MRP_SPLIT           IF_EX_MD_ADD_ELEMENTS~ADD_CHANGE_ELEMENTS,METH,25,1,1
1207,D,YCL_IM_MF_ORDERPRIOR          IF_EX_MD_MRP_LIST~EVALUATE_MRP_LIST,METH,11,7,1
1208,E,YCL_IM_PRCT_SERV_MAT_DERIV    IF_EX_IBAPI_ALM_ORD_MODIFY~MODIFY_INPUT_DATA,METH,5,2,1
1209,D,YCL_IM_PU_GR_PO_REDET         IF_EX_MB_DOCUMENT_BADI~MB_DOCUMENT_BEFORE_UPDATE,METH,6,0,1
1210,G,YCL_IM_SA_CUSTOMER_TAX        IF_EX_CUSTOMER_ADD_DATA_BI~FILL_FT_TABLE_USING_DATA_ROWS,METH,6,1,1
1211,C,YCL_IM_SA_DELIDOC_US          IF_EX_LE_SHP_DELIVERY_PROC~SAVE_AND_PUBLISH_BEFORE_OUTPUT,METH,30,1,1
1212,D,YCL_IM_Y_XEIT_BFCI            /XEIT/IF_EX_BFCI~BOM_EXPL_MAT_AFTER,METH,7,0,1
1213,A,YCL_IM_Y_XEIT_BFCI            /XEIT/IF_EX_BFCI~GET_EXTPRICE,METH,9,0,1
1214,E,YCM_FV_PROD_VERS_DB_UPDATE,FUNC,6,0,1
1215,H,YCO_COPA_PCR_CHNG_CHR17296,REPS,11,11,4
1216,I,YCO_CR_COSTING_MONITOR,REPS,6,0,1
1217,C,YCO_CR_COSTING_MONITOR,REPT,7,0,1
1218,I,YCO_MULTIBUCONTROLLER_FORM,REPS,10,1,1
1219,D,YCO_MULTIBUCONTROLLER_TOP,REPS,6,0,1
1220,H,YCO_PROJCT_PROVISIONS_N_F01,REPS,8,1,1
1221,I,YCO_PROJECT_PROVISIONS_NEW,REPS,7,0,1
1222,A,YCO_SD_COSTING_MONITOR_FORM,REPS,9,0,1
1223,B,YCO_SD_COSTING_MONITOR_SEL,REPS,5,0,1
1224,A,YCO_SD_COSTING_MONITOR_TOP,REPS,7,0,1
1225,C,YCO_SO_COSTING_FORM,REPS,24,0,1
1226,G,YCO_SO_COSTING_TOP,REPS,11,0,1
1227,D,YCO_TR_COST_FOLUP,REPT,5,0,1
1228,G,YCO_TR_COST_FOLUP_FORMS,REPS,19,0,1
1229,C,YCO_TR_COST_FOLUP_TOP,REPS,16,0,1
1230,G,YCO_UPD_EXC_DUTI_DIFF_PC_SEL,REPS,6,3,1
1231,J,YCO_UPSTREAM_MARGIN_ROUTINES,REPS,50,0,4
1232,I,YCO_UPSTREAM_MARGIN_TOP,REPS,15,0,1
1233,F,YCOGOODS_ISSUE_AMNT_FORMS,REPS,5,0,1
1234,I,YCOGOODS_ISSUE_AMNT_TOP,REPS,5,0,1
1235,I,YCOGOODS_ISSUE_IN_AMOUNT,REPS,5,0,1
1236,G,YCOMMONFORMINCL,REPS,64,6,4
1237,D,YCOPA_REPOST_FORM,REPS,8,0,1
1238,E,YCOPAFREIGHT,REPS,5,2,1
1239,A,YCOPAFREIGHT_FORMS,REPS,12,3,1
1240,D,YCOPROJLOG_FORMS,REPS,5,1,1
1241,F,YCOREPORT00,REPS,8,0,1
1242,F,YCOREPORT00_FORM,REPS,28,0,1
1243,C,YCOREPORT00_TOP,REPS,12,0,1
1244,G,YCORUAFFD,REPS,6,0,1
1245,H,YCORUAFFD_NEW_D,REPS,6,0,1
1246,G,YCORUAFFW,REPS,12,0,1
1247,C,YCORUAFFW_D,REPS,9,0,1
1248,F,YCR_LKD_ORDERS_FORMS,REPS,6,2,1
1249,C,YCR_PROJ_MATERIAL_FORMS,REPS,6,0,1
1250,F,YCR_PRTC_TOP,REPS,5,0,1
1251,F,YCR_SO_CUSTMDATE,FUNC,6,1,1
1252,G,YCROSSBU_INCOMING_F01,REPS,9,6,1
1253,E,YCROSSBU_OUTGOING_F01,REPS,8,4,1
1254,D,YCRVBAK,PROG,10,0,1
1255,E,YCRVBAK,SOBJ,10,0,1
1256,H,YDATADECL,REPS,12,1,1
1257,H,YDECLDATA,REPS,10,3,1
1258,E,YDECLDATA_USDECL,REPS,9,1,1
1259,B,YEP_AUTO_BOM_FIX_FORMS,REPS,8,1,1
1260,I,YEP_AUTO_BOM_FIX_TOP,REPS,6,1,1
1261,D,YEP_CHECK_PROJ_LOCK_RFC,FUNC,7,1,1
1262,C,YEP_COPY_PLAN_VERSION_EVENT_B,REPS,10,2,1
1263,G,YEP_COPY_PLAN_VERSION_FORMS,REPS,5,2,1
1264,J,YEP_COPY_PLAN_VERSION_FORMS_B,REPS,6,2,1
1265,J,YEP_COPY_PLAN_VERSION_TOP_B,REPS,5,0,1
1266,A,YEP_COST_REV_UPDATE,FUNC,6,3,1
1267,H,YEP_FOBO_MONITOR_F11_FORMS,REPS,5,0,1
1268,C,YEP_GATEREVIEW,REPT,5,0,1
1269,E,YEP_GATEREVIEW_ALV,REPS,8,1,1
1270,F,YEP_GATEREVIEW_AUTOMAIL_FORMS,REPS,74,0,4
1271,I,YEP_GATEREVIEW_AUTOMAIL_TOP,REPS,40,0,1
1272,F,YEP_GATEREVIEW_DOWNLOAD,REPS,5,0,1
1273,D,YEP_GATEREVIEW_EVENT,REPS,8,0,1
1274,F,YEP_GATEREVIEW_EXPORT_FILE,REPS,8,0,1
1275,G,YEP_GATEREVIEW_FORMS,REPS,10,1,1
1276,J,YEP_GATEREVIEW_SEND_MAIL,REPS,5,0,1
1277,G,YEP_GATEREVIEW_TOP,REPS,8,0,1
1278,H,YEP_IDOC_ACKNOWLEDGE_CRU,FUNC,8,8,1
1279,E,YEP_MASS_TS_UPLOAD_SUB,REPS,7,2,1
1280,A,YEP_MATCOST_EXTRACT,REPS,7,3,1
1281,G,YEP_MATCOST_FORM,REPS,10,6,1
1282,H,YEP_MATCOST_TOP,REPS,5,3,1
1283,G,YEP_PROJ_CHECK_FORMS,REPS,5,0,1
1284,B,YEP_PROJECT_PROGRESS_REPORTF01,REPS,6,0,1
1285,D,YEP_SGV_CASH_IN,FUNC,34,23,4
1286,F,YEP_SGV_EXTRACT,REPT,6,0,1
1287,H,YEP_SGV_EXTRACT_EVENT,REPS,8,1,1
1288,I,YEP_SGV_EXTRACT_FORMS,REPS,52,10,4
1289,J,YEP_SGV_EXTRACT_TOP,REPS,28,4,1
1290,H,YEP_SO_TO_BILL_PLAN,FUNC,5,1,1
1291,I,YEP_TECH_PROJ_COMPARISON_EVENT,REPS,5,0,1
1292,A,YEP_TECH_PROJ_COMPARISON_FORMS,REPS,19,0,1
1293,G,YEP_TECH_PROJ_COMPARISON_TOP,REPS,11,0,1
1294,H,YEPBOM_TRANSFER,FUNC,9,1,1
1295,B,YEPCASH_IN_OUT,FUNC,15,0,1
1296,F,YEPCORDYS_COSTS_REV,FUNC,19,0,1
1297,E,YEPCORDYS_MARGIN_PROVI,FUNC,18,0,1
1298,G,YEPETOPROJMASSUPD,REPS,6,2,1
1299,F,YEPETOPROJMASSUPD,REPT,5,0,1
1300,H,YEPETOPROJMASSUPD_FORMS,REPS,14,2,1
1301,E,YEPGRM_PS_LANGL_FORM,REPS,6,0,1
1302,I,YEPPPRACT,REPS,5,0,1
1303,F,YEPPPRACT_FORM,REPS,30,0,1
1304,C,YEPPPRACT_NEW_FORM,REPS,25,0,1
1305,H,YEPPPRACT_NEW_TOP,REPS,9,0,1
1306,D,YEPPPRACT_TOP,REPS,16,0,1
1307,D,YEPPROGRESSDATEUPD_FORMS,REPS,33,1,1
1308,D,YEPPROGRESSDATEUPD_TOP,REPS,16,1,1
1309,G,YEPRDPDMRFLOW,REPS,10,2,1
1310,F,YEPRDPDMRFLOW_BILL_BACKUP,SSFO,28,4,4
1311,I,YEPREPORT00_NEW,REPT,5,0,1
1312,J,YEPREPORT00_NEW_EVENT,REPS,5,0,1
1313,F,YEPREPORT00_NEW_FORMS,REPS,10,0,1
1314,G,YEPREPORT00_NEW_GET_DATA,REPS,5,0,1
1315,E,YEPREPORT00_NEW_TOP,REPS,8,0,1
1316,E,YEPRFITEM_INC,REPS,6,1,1
1317,H,YEPRRFITEMAR,REPS,12,2,1
1318,A,YEPTRDPDMRFLOWF02,REPS,9,2,1
1319,B,YEPTRDPDMRFLOWTOP,REPS,7,0,1
1320,B,YERLABEL_ZEBRA_F,FORM,5,0,1
1321,J,YETOFTOP,REPS,19,1,1
1322,D,YFAS_PROMISECL_II_FASPROMISE_DYFAS_PROMISEII_II_FASPROMISE_D~II_FASPROMISE_DATA,METH,7,0,1
